Date,Account,Description,Category,Tags,Amount
3/8/2024,Checking 4690,Paypal Inst Xfer Xx0308 Xsolla Hero War Person One,Transfers,,-14.99
3/8/2024,Checking 4690,Paypal Inst Xfer Xx0308 Xsolla Hero War Person One,Transfers,,-14.99
3/8/2024,Checking 4690,Paypal Inst Xfer Xx0308 Xsolla Hero War Person One,Transfers,,-46.89
3/7/2024,Checking 4690,Paypal Inst Xfer Xx0307 Xsolla Hero War Person One,Transfers,,-180
3/7/2024,Checking 4690,Paypal Inst Xfer Xx0307 Xsolla Hero War Person One,Transfers,,-250
3/7/2024,Checking 4690,Chase,Credit Card Payments,,-5922.78
3/7/2024,Checking 4690,Chase,Credit Card Payments,,-7.75
3/7/2024,Brokerage IND,Amgn - Amgen Inc,Dividends Received,,6.75
3/7/2024,Brokerage IRA,Ebnd - Spdr Ser Tr-bloomberg Emergi,Dividends Received (tax-advantaged),,24.39
3/7/2024,Brokerage IRA,Usig - Ishares Tr-usd Inv Grde Etf,Dividends Received (tax-advantaged),,20.61
3/7/2024,Brokerage IRA,Amgn - Amgen Inc,Dividends Received (tax-advantaged),,67.5
3/7/2024,Brokerage IRA,Shyg - Ishares Tr-0-5yr Hi Yl Cp,Dividends Received (tax-advantaged),,20.92
3/6/2024,Brokerage IND,So - Southern Co,Dividends Received,,12.6
3/6/2024,Brokerage IRA,So - Southern Co,Dividends Received (tax-advantaged),,72.8
3/6/2024,Brokerage IRA,Bsv - Vanguard Bd Index Fds-short Trm Bond,Dividends Received (tax-advantaged),,26.74
3/6/2024,Brokerage IRA,Bndx - Vanguard Charlotte Fds-total Int Bd Etf,Dividends Received (tax-advantaged),,7.32
3/6/2024,Brokerage IRA,Vgit - Vanguard Scottsdale Fds-inter Term Treas,Dividends Received (tax-advantaged),,20.2
3/6/2024,Brokerage IRA,Vglt - Vanguard Scottsdale Fds-long Term Treas,Dividends Received (tax-advantaged),,13.71
3/6/2024,Savings 9667,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mgry7pp On 03/06/24,Transfers,,-50
3/6/2024,Checking 4690,American Express,Credit Card Payments,,-16279.83
3/6/2024,Checking 4690,American Express,Credit Card Payments,,-1662.11
3/5/2024,Checking 2300,Verizon Wireless,Telephone,,-409.92
3/5/2024,Checking 2300,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mgld4r4 On 03/05/24,Transfers,,-580
3/5/2024,Brokerage IRA,Jnj - Johnson & Johnson,Dividends Received (tax-advantaged),,86.87
3/4/2024,Brokerage IRA,Vlo - Valero Energy Corp,Dividends Received (tax-advantaged),,42.8
3/4/2024,Checking 2300,Atm Withdrawal Authorized On 03/02 701 E Market St Ste A Leesburg Va Xxx9856 Atm Id 4571a Card 2610,ATM/Cash,,-200
3/4/2024,Checking 4690,Paypal Inst Xfer Xx0303 Xsolla Hero War Person One,Transfers,,-44.99
3/4/2024,Checking 4690,Paypal Inst Xfer Xx0302 Xsolla Hero War Person One,Transfers,,-1.89
3/1/2024,Mortgage 6184,Principal Pmt,Loans,,200
3/1/2024,Mortgage 6184,Payment,Loans,,4164.06
3/1/2024,Checking 2300,State Of Maryland,Paychecks/Salary,,1029.12
3/1/2024,Checking 4690,Paypal Inst Xfer Xx0301 Xsolla Hero War Person One,Transfers,,-94
3/1/2024,Checking 4690,Wells Fargo Home Mortgage,Mortgages,,-4364.06
3/1/2024,Brokerage IRA,Pfe - Pfizer Inc,Dividends Received (tax-advantaged),,131.04
3/1/2024,Brokerage IRA,Wtrg - Essential Utils Inc,Dividends Received (tax-advantaged),,47.91
3/1/2024,Brokerage IRA,Pnw - Pinnacle West Cap Corp,Dividends Received (tax-advantaged),,67.76
3/1/2024,Brokerage IRA,Swx - Southwest Gas Hldgs Inc,Dividends Received (tax-advantaged),,17.98
3/1/2024,Brokerage IRA,Intc - Intel Corp,Dividends Received (tax-advantaged),,15.5
2/29/2024,Checking 2300,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mdnrkhw On 02/29/24,Transfers,,-350
2/29/2024,Checking 2300,Zelle,Rent,,500
2/29/2024,Checking 2300,Zelle,Rent,,500
2/29/2024,Savings 9667,Interest Payment,Interest,,0.01
2/29/2024,Savings 9667,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mdnrgv7 On 02/29/24,Transfers,,-50
2/29/2024,Savings 9793,Wells Fargo,Savings,,1
2/29/2024,Checking 4690,Datastax Inc-osv Xxxxxxxxxx Xx0229 66osv03f4c Person One,Refunds & Reimbursements,,6199.15
2/29/2024,Checking 4690,Datastax Inc-osv Xxxxxxxxxx Xx0229 66osv03f1r Person One,Refunds & Reimbursements,,5185.05
2/29/2024,Checking 4690,"General Dynamics Information Technology, Inc",Deposits,,5007.78
2/29/2024,Brokerage IND,Usd - Us Dollars And Money Fund Sweeps,Investment Income,,11.34
2/29/2024,Brokerage IND,Adm - Archer Daniels Midland Co,Dividends Received,,8
2/29/2024,Brokerage IRA,Usd - Us Dollars And Money Fund Sweeps,Investment Income,,23.75
2/29/2024,Brokerage IRA,Scco - Southern Copper Corp,Dividends Received (tax-advantaged),,88.8
2/29/2024,Brokerage IRA,Adm - Archer Daniels Midland Co,Dividends Received (tax-advantaged),,26
2/28/2024,Checking 2300,Recurring Transfer To Person Two S Way2save Savings Ref #op0md95n9n Xxxxxxxxx9667,Transfers,,-100
2/28/2024,Savings 9667,Recurring Transfer From Person One Checking Ref #op0md95n9n Xxxxxxxxx2300,Transfers,,100
2/28/2024,Savings 9793,Recurring Transfer From Person Two S Checking Ref #op0md926t7 Xxxxxxxxx2628,Transfers,,100
2/28/2024,Savings 9793,Overdraft Protection Xfer To Checking,Transfers,,-50.49
2/27/2024,Checking 2300,Online Transfer To Person One Everyday Checking Xxxxxx2637 Ref #ib0md52h2q On 02/27/24,Transfers,,-60
2/27/2024,Checking 2300,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0md522k3 On 02/27/24,Transfers,,-200
2/27/2024,Checking 4690,Paypal Inst Xfer Xx0227 Xsolla Hero War Person One,Transfers,,-26.99
2/26/2024,Checking 2300,Zelle,Home Maintenance,,-240
2/26/2024,Checking 4690,Interest Payment,Interest,,0.46
2/26/2024,Checking 4690,Paypal Inst Xfer Xx0224 Xsolla Hero War Person One,Transfers,,-250
2/26/2024,Checking 4690,Paypal Inst Xfer Xx0224 Xsolla Hero War Person One,Transfers,,-180
2/26/2024,Checking 4690,Paypal Inst Xfer Xx0224 Xsolla Hero War Person One,Transfers,,-94
2/26/2024,Checking 4690,Paypal Inst Xfer Xx0224 Xsolla Hero War Person One,Transfers,,-18.79
2/26/2024,Checking 4690,Paypal Inst Xfer Xx0224 Xsolla Hero War Person One,Transfers,,-1.89
2/26/2024,Brokerage IRA,Wmt - Walmart Inc,Securities Trades,,0
2/26/2024,Brokerage IRA,Wmt - Walmart Inc,Securities Trades,,0
2/23/2024,Savings 9667,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mbxj6wn On 02/23/24,Transfers,,-50
2/23/2024,Savings 9667,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mbxhc3f On 02/23/24,Transfers,,-50
2/23/2024,Checking 4690,Paypal Inst Xfer Xx0223 Xsolla Hero War Person One,Transfers,,-250
2/23/2024,Checking 4690,Paypal Inst Xfer Xx0223 Xsolla Hero War Person One,Transfers,,-180
2/23/2024,Checking 4690,Paypal Inst Xfer Xx0223 Xsolla Hero War Person One,Transfers,,-94
2/23/2024,Brokerage IND,Sbux - Starbucks Corp,Dividends Received,,5.13
2/23/2024,Brokerage IRA,Cwt - California Wtr Svc Group,Dividends Received (tax-advantaged),,11.48
2/23/2024,Brokerage IRA,Sbux - Starbucks Corp,Dividends Received (tax-advantaged),,39.9
2/23/2024,Brokerage IRA,Bkr - Baker Hughes Company-cl A,Dividends Received (tax-advantaged),,37.17
2/22/2024,Checking 4690,Paypal Inst Xfer Xx0222 Xsolla Hero War Person One,Transfers,,-180
2/22/2024,Checking 4690,Paypal Inst Xfer Xx0222 Xsolla Hero War Person One,Transfers,,-250
2/21/2024,Checking 4690,"Aatd, Llc Ach Pmt Xxxxxx Xxxxxxx3319 Na",Refunds & Reimbursements,,1800
2/21/2024,Brokerage IRA,Ful - Fuller H B Co,Dividends Received (tax-advantaged),,7.79
2/20/2024,Checking 2300,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0m9kfhgm On 02/18/24,Transfers,,-105
2/20/2024,Checking 2300,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0m98x73f On 02/17/24,Transfers,,-400
2/20/2024,Checking 4690,Paypal Inst Xfer Xx0217 Xsolla Hero War Person One,Transfers,,-1.89
2/20/2024,Brokerage IRA,Fibk - First Intst Bancsystem Inc,Dividends Received (tax-advantaged),,24.44
2/20/2024,Brokerage IRA,Cat - Caterpillar Inc,Dividends Received (tax-advantaged),,32.5
2/16/2024,Checking 2300,American Express,Credit Card Payments,,-200
2/16/2024,Checking 2300,Capital One,Credit Card Payments,,-200
2/16/2024,Checking 2300,State Of Maryland,Paychecks/Salary,,1029.13
2/16/2024,Brokerage IND,Usd - Us Dollars And Money Fund Sweeps,Advisory Fee,,-118.48
2/16/2024,Brokerage IND,Cost - Costco Whsl Corp New,Dividends Received,,3.06
2/16/2024,Brokerage IRA,Cost - Costco Whsl Corp New,Dividends Received (tax-advantaged),,13.26
2/16/2024,Brokerage IRA,Usd - Us Dollars And Money Fund Sweeps,Advisory Fee,,-914.09
2/15/2024,Checking 4690,Datastax Inc-osv Xxxxxxxxxx Xx0215 2osv03ett Person One,Refunds & Reimbursements,,5185.05
2/15/2024,Checking 4690,"General Dynamics Information Technology, Inc",Deposits,,1744.13
2/15/2024,Brokerage IND,Pg - Procter And Gamble Co,Dividends Received,,15.99
2/15/2024,Brokerage IND,Aapl - Apple Inc,Dividends Received,,2.88
2/15/2024,Brokerage IRA,Aes - Aes Corp,Dividends Received (tax-advantaged),,57.79
2/15/2024,Brokerage IRA,Pg - Procter And Gamble Co,Dividends Received (tax-advantaged),,56.44
2/15/2024,Brokerage IRA,Kmi - Kinder Morgan Inc Del,Dividends Received (tax-advantaged),,109.05
2/15/2024,Brokerage IRA,Aapl - Apple Inc,Dividends Received (tax-advantaged),,23.28
2/15/2024,Brokerage IRA,Abbv - Abbvie Inc,Dividends Received (tax-advantaged),,91.45
2/15/2024,Brokerage IRA,Abt - Abbott Labs,Dividends Received (tax-advantaged),,44.55
2/15/2024,Brokerage IRA,Nwn - Northwest Nat Hldg Co,Dividends Received (tax-advantaged),,29.74
2/14/2024,Checking 4690,Paypal Inst Xfer Xx0214 Xsolla Hero War Person One,Transfers,,-180
2/14/2024,Checking 4690,Paypal Inst Xfer Xx0214 Xsolla Hero War Person One,Transfers,,-14.99
2/14/2024,Checking 4690,Paypal Inst Xfer Xx0214 Xsolla Hero War Person One,Transfers,,-14.99
2/14/2024,Checking 4690,Dominion Energy,Utilities,,-653.63
2/13/2024,Checking 4690,American Express,Credit Card Payments,,-2789.05
2/13/2024,Checking 4690,Paypal Inst Xfer Xx0213 Xsolla Hero War Person One,Transfers,,-14.99
2/13/2024,Checking 4690,Paypal Inst Xfer Xx0213 Xsolla Hero War Person One,Transfers,,-14.99
2/13/2024,Checking 4690,Paypal Inst Xfer Xx0213 Xsolla Hero War Person One,Transfers,,-14.99
2/12/2024,Checking 4690,Paypal Inst Xfer Xx0212 Xsolla Hero War Person One,Transfers,,-44.99
2/12/2024,Checking 4690,Paypal Inst Xfer Xx0212 Xsolla Hero War Person One,Transfers,,-14.99
2/12/2024,Checking 4690,Paypal Inst Xfer Xx0212 Xsolla Hero War Person One,Transfers,,-1.89
2/12/2024,Checking 4690,American Express,Credit Card Payments,,-264.36
2/12/2024,Checking 4690,Chase,Credit Card Payments,,-230.42
2/12/2024,Checking 4690,Chase,Credit Card Payments,,-21.35
2/12/2024,Brokerage IRA,Apd - Air Prods & Chems Inc,Dividends Received (tax-advantaged),,33.25
2/9/2024,Checking 4690,American Express,Credit Card Payments,,-540.15
2/9/2024,Checking 4690,American Express,Credit Card Payments,,-306.68
2/9/2024,Checking 4690,American Express,Credit Card Payments,,-10.99
2/9/2024,Brokerage IND,Ma - Mastercard Incorporated-cl A,Dividends Received,,3.96
2/9/2024,Brokerage IND,Nue - Nucor Corp,Dividends Received,,17.82
2/9/2024,Brokerage IRA,Nue - Nucor Corp,Dividends Received (tax-advantaged),,1.62
2/9/2024,Brokerage IRA,Ma - Mastercard Incorporated-cl A,Dividends Received (tax-advantaged),,17.16
2/8/2024,Checking 2300,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0m6jkttq On 02/08/24,Transfers,,-250
2/7/2024,Checking 4690,Chase,Credit Card Payments,,-669.51
2/7/2024,Checking 4690,Chase,Credit Card Payments,,-15.48
2/7/2024,Brokerage IRA,Ebnd - Spdr Ser Tr-bloomberg Emergi,Dividends Received (tax-advantaged),,27.04
2/7/2024,Brokerage IRA,Usig - Ishares Tr-usd Inv Grde Etf,Dividends Received (tax-advantaged),,19.78
2/7/2024,Brokerage IRA,Shyg - Ishares Tr-0-5yr Hi Yl Cp,Dividends Received (tax-advantaged),,20.68
2/6/2024,Checking 2300,Verizon Wireless,Telephone,,-310.03
2/6/2024,Checking 2300,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0m5y4wrz On 02/06/24,Transfers,,-400
2/6/2024,Checking 4690,American Express,Credit Card Payments,,-1463.45
2/6/2024,Checking 4690,American Express,Credit Card Payments,,-811.43
2/6/2024,Checking 4690,Venmo,Transfers,,-500
2/6/2024,Brokerage IRA,Bndx - Vanguard Charlotte Fds-total Int Bd Etf,Dividends Received (tax-advantaged),,7.39
2/6/2024,Brokerage IRA,Bsv - Vanguard Bd Index Fds-short Trm Bond,Dividends Received (tax-advantaged),,28.06
2/6/2024,Brokerage IRA,Vglt - Vanguard Scottsdale Fds-long Term Treas,Dividends Received (tax-advantaged),,14.66
2/6/2024,Brokerage IRA,Vgit - Vanguard Scottsdale Fds-inter Term Treas,Dividends Received (tax-advantaged),,22.6
2/5/2024,Checking 4690,Venmo,Credit Card Payments,,-100
2/2/2024,Checking 2300,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0m4rzgz9 On 02/02/24,Transfers,,-500
2/2/2024,Checking 2300,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0m4qt8zl On 02/02/24,Transfers,,-500
2/2/2024,Checking 2300,State Of Maryland,Paychecks/Salary,,1029.11
2/2/2024,Checking 4690,Srectrade,Paychecks/Salary,,228
2/2/2024,Brokerage IRA,Iwm - Ishares Tr-russell 2000 Etf,Securities Trades,,5624.82
2/2/2024,Brokerage IRA,Ibkr - Interactive Brokers Group In-cl A,Securities Trades,,-3563.48
2/1/2024,Mortgage 6184,Principal Pmt,Loans,,200
2/1/2024,Mortgage 6184,Payment,Loans,,4164.06
2/1/2024,Checking 2300,Zelle,Rent,,500
2/1/2024,Checking 2300,Zelle,Rent,,500
2/1/2024,Checking 4690,Wells Fargo Home Mortgage,Mortgages,,-4364.06
2/1/2024,Checking 4690,F.y.e.,Refunds & Reimbursements,,1000
2/1/2024,Checking 4690,"General Dynamics Information Technology, Inc",Deposits,,4549.99
2/1/2024,Brokerage IRA,Cvs - Cvs Health Corp,Dividends Received (tax-advantaged),,45.89
2/1/2024,Brokerage IRA,T - At&t Inc,Dividends Received (tax-advantaged),,111.28
2/1/2024,Brokerage IRA,Vz - Verizon Communications Inc,Dividends Received (tax-advantaged),,170.24
1/31/2024,Checking 2300,Interest Payment,Interest,,0.01
1/31/2024,Savings 9793,Monthly Service Fee,Service Charges/Fees,,-5
1/31/2024,Checking 4690,Paypal Inst Xfer Xx0131 Xsolla Hero War Person One,Transfers,,-3.79
1/31/2024,Checking 4690,Datastax Inc-osv Xxxxxxxxxx Xx0131 35osv03ejf Person One,Refunds & Reimbursements,,5185.03
1/31/2024,Brokerage IND,Usd - Us Dollars And Money Fund Sweeps,Investment Income,,3.99
1/31/2024,Brokerage IRA,Jpm - Jpmorgan Chase & Co.,Dividends Received (tax-advantaged),,106.05
1/31/2024,Brokerage IRA,Usd - Us Dollars And Money Fund Sweeps,Investment Income,,19.67
1/30/2024,Checking 4690,Chase,Credit Card Payments,,-104.9
1/30/2024,Checking 4690,Chase,Credit Card Payments,,-100
1/30/2024,Checking 4690,F.y.e.,Entertainment,,400
1/29/2024,Checking 2300,Zelle To Neda On 01/29 Ref #rp0rx4hszp House Cleaning,Home Maintenance,,-20
1/29/2024,Checking 2300,Zelle To Neda On 01/29 Ref #rp0rx42npf House Cleaning,Home Maintenance,,-220
1/29/2024,Checking 2300,Recurring Transfer To Person Two S Way2save Savings Ref #op0m33wlnk Xxxxxxxxx9667,Transfers,,-100
1/29/2024,Savings 9667,Recurring Transfer From Person One Checking Ref #op0m33wlnk Xxxxxxxxx2300,Transfers,,100
1/29/2024,Checking 4690,American Express,Credit Card Payments,,-871.27
1/29/2024,Checking 4690,Paypal Inst Xfer Xx0129 Xsolla Hero War Person One,Transfers,,-26.99
1/29/2024,Checking 4690,Paypal Inst Xfer Xx0127 Xsolla Hero War Person One,Transfers,,-1.89
1/29/2024,Checking 4690,Chase,Credit Card Payments,,-1073.78
1/29/2024,Checking 4690,Chase,Credit Card Payments,,-57.11
1/29/2024,Credit Card 2637,Payment Thank You-mobile,Credit Card Payments,,104.9
1/29/2024,Credit Card 2637,Usps,Postage & Shipping,,-36.1
1/29/2024,Credit Card 2637,Grubhubmanhattanpizze,Restaurants,,-137
1/29/2024,Credit Card 5529,Payment Thank You-mobile,Credit Card Payments,,100
1/27/2024,Credit Card 2637,Grubhubmanhattanpizze,Restaurants,,-98
1/26/2024,Credit Card 2637,Payment Thank You-mobile,Credit Card Payments,,1073.78
1/26/2024,Checking 4690,American Express,Credit Card Payments,,-1134.63
1/26/2024,Credit Card 5529,Payment Thank You-mobile,Credit Card Payments,,57.11
1/26/2024,Checking 4690,American Express,Credit Card Payments,,-200.95
1/26/2024,Brokerage IND,Icui - Icu Med Inc,General Rebalance,,383.29
1/26/2024,Brokerage IND,Ew - Edwards Lifesciences Corp,General Rebalance,,2196.82
1/26/2024,Brokerage IRA,Lly - Eli Lilly & Co,General Rebalance,,-5726.26
1/26/2024,Brokerage IRA,Itw - Illinois Tool Wks Inc,General Rebalance,,4728.79
1/26/2024,Brokerage IRA,Icui - Icu Med Inc,General Rebalance,,766.58
1/26/2024,Brokerage IRA,Syy - Sysco Corp,Dividends Received (tax-advantaged),,37.5
1/25/2024,Credit Card 2637,Venmo Inc,Online Services,,-6.9
1/25/2024,Checking 4690,Interest Payment,Interest,,0.44
1/25/2024,Checking 4690,Paypal Inst Xfer Xx0125 Xsolla Hero War Person One,Transfers,,-250
1/25/2024,Credit Card 5529,Chick-fil-a,Restaurants,,-100
1/24/2024,Credit Card 2637,Adobe,Online Services,,-19.99
1/24/2024,Checking 4690,Paypal Inst Xfer Xx0124 Xsolla Hero War Person One,Transfers,,-250
1/24/2024,Brokerage IRA,Cmcsa - Comcast Corp New-cl A,Dividends Received (tax-advantaged),,29.87
1/23/2024,Credit Card 2637,Transaction Fee,Service Charges/Fees,,-10
1/23/2024,Credit Card 2637,Venmo,Transfers,,-2.06
1/23/2024,Credit Card 2637,Audible,Hobbies,,-14.95
1/23/2024,Credit Card 2637,Grubhubthaiashburnres,Restaurants,,-172
1/23/2024,Credit Card 2637,Loudoun County Public Schools,Utilities,,-35
1/23/2024,Checking 4690,Paypal Inst Xfer Xx0123 Xsolla Hero War Person One,Transfers,,-11.29
1/23/2024,Credit Card 5529,Popeyes Louisiana Kitchen,Restaurants,,-16.2
1/22/2024,Credit Card 2637,Chipotle Mexican Grill,Restaurants,,-54.3
1/22/2024,Checking 4690,Paypal Inst Xfer Xx0121 Xsolla Hero War Person One,Transfers,,-94
1/22/2024,Checking 4690,Paypal Inst Xfer Xx0121 Xsolla Hero War Person One,Transfers,,-46.89
1/22/2024,Checking 4690,Chase,Credit Card Payments,,-2610.76
1/22/2024,Checking 4690,Citibank,Credit Card Payments,,-283.09
1/22/2024,Checking 4690,Chase,Credit Card Payments,,-8.37
1/22/2024,Brokerage IRA,Cvx - Chevron Corp New,Securities Trades,,-2130.9
1/22/2024,Brokerage IRA,Vwo - Vanguard Intl Equity Index F-ftse Emr Mkt Etf,Securities Trades,,-2476.23
1/22/2024,Brokerage IRA,Evrg - Evergy Inc,Securities Trades,,-1349.27
1/22/2024,Brokerage IRA,Alb - Albemarle Corp,Securities Trades,,-2389.16
1/22/2024,Brokerage IRA,Pnw - Pinnacle West Cap Corp,Securities Trades,,-1461.95
1/21/2024,Credit Card 2637,Transaction Fee,Service Charges/Fees,,-10
1/21/2024,Credit Card 2637,Transaction Fee,Service Charges/Fees,,-10
1/21/2024,Credit Card 2637,Abc*the Fitness Equation,Personal Care,,-75
1/20/2024,Credit Card 2637,Venmo,Transfers,,-5.15
1/20/2024,Credit Card 2637,Doordash,Restaurants,,-45.62
1/20/2024,Credit Card 5529,Panera Bread,Restaurants,,-40.91
1/19/2024,Credit Card 2637,Venmo,Transfers,,-146.26
1/19/2024,Credit Card 2637,Transaction Fee,Service Charges/Fees,,-10
1/19/2024,Credit Card 2637,Payment Thank You-mobile,Credit Card Payments,,2610.76
1/19/2024,Credit Card 2637,Mcdonald's,Restaurants,,-15.73
1/19/2024,Credit Card 2637,Abc*the Fitness Equation,Personal Care,,-45
1/19/2024,Credit Card 2637,Venmo,Transfers,,-146.26
1/19/2024,Credit Card 5529,Payment Thank You-mobile,Credit Card Payments,,8.37
1/19/2024,Brokerage IRA,Bcpc - Balchem Corp,Dividends Received (tax-advantaged),,17.38
1/19/2024,Brokerage IRA,Amzn - Amazon Com Inc,General Rebalance,,10343.53
1/19/2024,Brokerage IRA,Oc - Owens Corning New,Dividends Received (tax-advantaged),,27
1/19/2024,Checking 2300,Zelle,Home Maintenance,,-225
1/19/2024,Checking 2300,State Of Maryland,Paychecks/Salary,,1025.21
1/19/2024,Checking 4690,Paypal Inst Xfer Xx0119 Xsolla Hero War Person One,Transfers,,-1.89
1/19/2024,Checking 4690,American Express,Credit Card Payments,,-1191.22
1/18/2024,Credit Card 2637,The Ups Store,Postage & Shipping,,-47.66
1/18/2024,Credit Card 2637,Fsp*ultrazone Loudoun,Refunds & Reimbursements,,50
1/18/2024,Credit Card 2637,Safeway,Groceries,,-258.8
1/18/2024,Checking 4690,"General Dynamics Information Technology, Inc",Deposits,,4550.01
1/18/2024,Checking 4690,All About The Da Ach Pmt Xxxxxx Xxxxxxx5005 Person One,Other Income,,1800
1/17/2024,Checking 2300,Online Transfer From Person Two S Everyday Checking Xxxxxx8597 Ref #ib0ly3nbyd On 01/17/24,Transfers,,50
1/17/2024,Credit Card 2637,Loudoun County Public Schools,Utilities,,-35
1/17/2024,Checking 4690,Paypal Inst Xfer Xx0117 Xsolla Hero War Person One,Transfers,,-59.99
1/17/2024,Brokerage IRA,Wern - Werner Enterprises Inc,Dividends Received (tax-advantaged),,7.14
1/17/2024,Brokerage IRA,Usd - Us Dollars And Money Fund Sweeps,Advisory Fee,,-908.21
1/16/2024,Checking 2300,Capital One,Credit Card Payments,,-200
1/16/2024,Checking 2300,American Express,Credit Card Payments,,-200
1/16/2024,Checking 2300,Online Transfer From Person Two S Everyday Checking Xxxxxx8597 Ref #ib0lxtptwp On 01/16/24,Transfers,,100
1/16/2024,Checking 4690,Dominion Energy,Utilities,,-488.69
1/16/2024,Checking 4690,Chase,Credit Card Payments,,-1480.9
1/16/2024,Brokerage IND,Usd - Us Dollars And Money Fund Sweeps,Advisory Fee,,-115.48
1/16/2024,Brokerage IND,Ecl - Ecolab Inc,Dividends Received,,10.26
